Serial_Number,BSC_Indicator,Resigned,Is_MPT,Is_Re-Entry,Exp_at_Action,Age_at_Action,SUP_Is_MPT,SUP_Exp_at_Action,SUP_Age_at_Action,Is_SUP,SUP_Gender_F,SUP_Gender_M,Gender_F,Gender_M,SUP_Older_Than_EMP,Age_Diff_SUPvsEMP,EduAllowFinishedIn1y,EduAllowYearDiff,EDU_Allowance,House_Loan,Is_STEM,MAX_Degree,Year_After_Grad,count3M,days3M,count1Y,days1Y,VAC_DependentCare,VAC_Maternity,VAC_Others,VAC_Personal,VAC_Sick,VAC_Vacation
36,0,0,1,0,31.92125779447901,55.58498805588068,1.0,30.333271730425675,56.16542434136225,0.0,0,1,0,1,1,0.5804362854815637,,,0.0,0.0,1.0,1.0,32.24980663531763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0,1,1,0,32.83845664182016,54.83753944297282,1.0,20.756073019979876,45.67102678357529,0.0,0,1,1,0,0,-9.166512659397524,,,0.0,0.0,0.0,1.0,32.86583571189004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0,0,1,0,39.92142206889943,59.83695763773383,1.0,15.17074272572332,37.33957576130927,0.0,0,1,0,1,0,-22.497381876424566,,,0.0,0.0,0.0,1.0,41.6682067393581,2.0,2.0,15.0,22.0,0.0,0.0,0.0,0.0,0.0,1.255813953488372
46,0,0,1,0,34.251216657426234,59.83695763773383,1.0,3.920682834007543,41.58606952914844,0.0,0,1,0,1,0,-18.250888108585393,,,0.0,0.0,0.0,1.0,34.00754293380425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0,0,0,0,38.58806135649603,59.83969554474082,1.0,21.50078372588075,49.58623380356886,0.0,0,1,0,1,0,-10.25346174117196,,,0.0,0.0,0.0,1.0,47.587561688467254,3.0,23.0,11.0,31.5,0.0,0.0,0.5,0.0,22.0,0.7407407407407407
48,0,0,0,0,30.921921736928205,58.50633483233742,1.0,3.0883591038830365,28.591962873980986,0.0,0,1,0,1,0,-29.914371958356433,,,0.0,0.0,0.0,1.0,46.75523795834275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0,0,1,0,33.16974338966577,59.83969554474082,1.0,5.839955645906487,39.08362252476095,0.0,0,1,0,1,0,-20.756073019979876,,,0.0,0.0,0.0,1.0,40.923496033457226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0,0,1,0,30.83978452671855,60.83903160229163,1.0,18.508251367242313,41.342395805526465,0.0,0,1,0,1,0,-19.496635796765162,,,0.0,0.0,0.0,1.0,34.83986666392876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0,0,0,0,31.99791919067469,56.66919923064813,1.0,31.92125779447901,53.416565706345786,0.0,0,1,0,1,0,-3.252633524302347,,,0.0,0.0,0.0,1.0,38.08154856020315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0,0,0,0,32.923331759036806,55.669863173097326,1.0,9.084375449187869,40.41972114417134,0.0,0,1,0,1,0,-15.250142028925987,,,0.0,0.0,0.0,1.0,36.67426435861106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0,0,1,0,32.50443198696756,59.83695763773383,1.0,19.92101138284838,43.75449187868334,1.0,0,1,0,1,0,-16.082465759050493,,,0.0,0.0,1.0,1.0,39.173973455991565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0,0,1,0,36.170489469325176,59.83969554474082,1.0,17.840202057537116,39.420385086620534,1.0,0,1,0,1,0,-20.41931045812029,,,0.0,0.0,1.0,1.0,37.93370158182577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0,0,1,0,32.58930710418421,59.83969554474082,1.0,14.341156902605803,39.502522296830186,0.0,0,1,0,1,0,-20.337173247910634,,,0.0,0.0,1.0,1.0,39.58739741404683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0,0,1,0,35.00140317734108,59.83969554474082,1.0,16.671115765553022,38.25129879463644,0.0,0,1,0,1,0,-21.588396750104383,,,0.0,0.0,1.0,1.0,38.870065778215846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0,0,1,0,34.83986666392876,59.83969554474082,1.0,25.00530469482604,52.425443369815945,0.0,0,1,0,1,0,-7.414252174924878,,,0.0,0.0,1.0,1.0,38.59627507751699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0,0,1,0,35.839202721479566,59.83969554474082,1.0,11.507423150372698,33.67625618595864,1.0,0,1,0,1,0,-26.163439358782178,,,0.0,0.0,1.0,1.0,39.83928485868977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0,0,1,0,35.16841550476738,59.83969554474082,1.0,17.166676933817943,45.83803911100159,0.0,0,1,0,1,0,-14.001656433739228,,,0.0,0.0,0.0,1.0,41.01384696468784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0,0,0,0,35.25055271497703,59.83695763773383,1.0,21.919683497949993,44.33492816416491,0.0,0,1,0,1,0,-15.50202947356893,,,0.0,0.0,0.0,1.0,41.00563324366688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0,0,1,0,34.916528060124435,59.831481823719855,1.0,28.41947473254071,49.75324613099516,0.0,0,1,0,1,0,-10.078235692724697,,,0.0,0.0,1.0,1.0,38.555206472412166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0,0,1,0,31.839120584269356,57.25784923715066,1.0,10.25619964817895,31.923995701486,0.0,0,1,0,1,0,-25.333853535664662,,,0.0,0.0,1.0,1.0,34.64547526643258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0,0,1,0,32.33741965954126,59.83969554474082,1.0,32.33741965954126,59.66994531030753,0.0,0,1,0,1,0,-0.16975023443328746,,,0.0,0.0,1.0,1.0,35.00687899135506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0,0,1,0,37.16982552687598,59.83969554474082,1.0,13.005058283195412,37.58872529894522,0.0,0,1,0,1,0,-22.250970245795603,,,0.0,0.0,1.0,1.0,40.082958582311754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0,0,1,0,34.67011642949547,59.83695763773383,1.0,10.338336858388605,32.50716989397455,0.0,0,1,0,1,0,-27.329787743759283,,,0.0,0.0,1.0,1.0,38.423786936076716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0,0,0,0,33.84053060637795,59.83969554474082,1.0,15.510243194589895,37.09042622367331,0.0,0,1,0,1,0,-22.74926932106751,,,0.0,0.0,1.0,1.0,37.47647111165869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0,0,1,0,34.75499154671211,59.83969554474082,1.0,10.423211975605248,32.592045011191196,0.0,0,1,0,1,0,-27.247650533549628,,,0.0,0.0,0.0,1.0,38.755073683922326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0,0,1,0,40.91802021944325,59.831481823719855,1.0,15.66904180099523,36.24988877252784,1.0,0,1,0,1,0,-23.581593051192016,,,0.0,0.0,0.0,1.0,44.918102356653456,3.0,4.0,10.0,18.0,0.0,0.0,0.5,0.0,0.0,2.09375
73,0,0,1,0,32.08553221489832,59.83695763773383,1.0,32.08553221489832,59.41805786566459,0.0,0,1,0,1,0,-0.41889977206924167,,,0.0,0.0,0.0,1.0,40.08569648931874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0,0,0,0,38.00214925700049,59.83969554474082,1.0,32.50443198696756,54.25436525048427,0.0,0,1,0,1,0,-5.585330294256556,,,0.0,0.0,0.0,1.0,42.90847861352389,4.0,5.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,1.3076923076923077
75,0,0,0,0,34.336091774642874,59.83969554474082,1.0,34.336091774642874,53.24955337891949,0.0,0,1,0,1,0,-6.590142165821338,,,0.0,0.0,1.0,1.0,39.33550996940389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0,0,0,0,31.33534569498347,59.83969554474082,1.0,31.33534569498347,55.33583851824473,0.0,0,1,0,1,0,-4.503857026496095,,,0.0,0.0,0.0,1.0,49.33434635892592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0,0,0,0,37.42171297151892,59.83969554474082,1.0,7.586740316365154,36.67152645160407,0.0,0,1,0,1,0,-23.16816909313675,,,0.0,0.0,0.0,1.0,40.296515328856856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0,0,0,0,31.083458250340527,59.83695763773383,1.0,31.083458250340527,55.08395107360179,0.0,0,1,0,1,0,-4.75300656413205,,,0.0,0.0,0.0,1.0,38.08154856020315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0,0,0,0,33.84053060637795,59.83969554474082,1.0,11.091261285310445,35.343641553214646,0.0,0,1,0,1,0,-24.49605399152618,,,0.0,0.0,0.0,1.0,39.83928485868977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0,0,1,0,33.917192002573636,59.831481823719855,1.0,12.334271066483227,32.99999315523248,0.0,0,1,0,1,0,-26.831488668487374,,,0.0,0.0,1.0,1.0,37.564084135882325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0,0,1,0,36.08561435210853,59.83695763773383,1.0,32.83845664182016,58.25170948068749,0.0,0,1,0,1,0,-1.585248157046346,,,0.0,0.0,1.0,1.0,39.732506485417225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0,0,0,0,31.16833336755717,59.83969554474082,1.0,9.837299876109707,33.33401781008508,0.0,0,1,0,1,0,-26.50567773465574,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0,0,0,0,34.58797921928582,59.83969554474082,1.0,10.25619964817895,31.25868429878779,0.0,0,1,0,1,0,-28.581011245953032,,,0.0,0.0,0.0,1.0,47.26175075463562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0,0,0,0,34.75499154671211,59.83969554474082,1.0,11.425285940163043,33.752917582154325,0.0,0,1,0,1,0,-26.0867779625865,,,0.0,0.0,0.0,1.0,42.62921209881107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0,0,1,0,36.25262667953483,58.336584597904135,1.0,10.08918732075265,41.33691999151249,1.0,1,0,0,1,0,-16.999664606391644,,,0.0,0.0,0.0,1.0,40.879689521345405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0,0,1,0,33.33675571709207,59.83969554474082,1.0,15.50202947356893,37.92274995379782,0.0,0,1,0,1,0,-21.916945590943005,,,0.0,0.0,0.0,1.0,38.839948801138966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0,0,1,0,35.16841550476738,59.831481823719855,1.0,20.91487162638521,55.42071363546137,1.0,0,1,1,0,0,-4.410768188258486,,,0.0,0.0,0.0,1.0,41.670944646365086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0,0,0,0,32.42229477675791,59.83969554474082,1.0,4.005557951224187,29.251798462665217,0.0,0,1,0,1,0,-30.587897082075607,,,0.0,0.0,0.0,1.0,41.093246267890514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0,0,0,0,32.50443198696756,59.83695763773383,1.0,31.173809181571148,51.1742198676222,0.0,0,1,0,1,0,-8.662737770111638,,,0.0,0.0,0.0,1.0,40.25818463075902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0,0,0,0,34.0924180510209,58.34206041191811,1.0,22.921757462507784,49.09067263530394,0.0,0,1,0,1,0,-9.251387776614168,,,0.0,0.0,1.0,1.0,34.58797921928582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0,0,1,0,31.754245467052712,55.16882619081843,1.0,6.58740425881435,44.504678398598195,0.0,1,0,1,0,0,-10.664147792220238,,,0.0,0.0,0.0,1.0,32.11838709898218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0,1,0,0,30.171735217013353,50.67044497833631,1.0,32.08827012190531,59.50840879689521,0.0,0,1,0,1,1,8.837963818558903,,,0.0,0.0,0.0,1.0,34.75499154671211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0,0,1,0,35.92133993168922,59.83695763773383,1.0,25.090179812042685,51.0072075401959,0.0,0,1,0,1,0,-8.829750097537937,,,0.0,1.0,0.0,1.0,38.50318623927938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0,0,0,0,34.00754293380425,59.83969554474082,1.0,6.502529141597706,38.755073683922326,0.0,0,1,0,1,0,-21.084621860818498,,,0.0,0.0,1.0,1.0,34.34430549566384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0,0,1,0,30.089598006803698,58.172310177484825,1.0,12.342484787504192,44.83870305345079,0.0,1,0,0,1,0,-13.333607124034032,,,0.0,0.0,0.0,2.0,12.838045955769113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0,0,1,0,33.99932921278329,59.831481823719855,1.0,11.33493500893242,41.5011944119318,1.0,0,1,0,1,0,-18.33028741178806,,,0.0,0.0,1.0,1.0,34.566075963229906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0,0,1,0,31.16833336755717,57.92316063984887,1.0,29.837710562160755,55.16882619081843,0.0,0,1,0,1,0,-2.7543344490304387,,,0.0,0.0,0.0,1.0,35.839202721479566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0,0,1,0,31.50235802240977,59.83969554474082,1.0,13.256945727838353,34.83712875692177,0.0,0,1,0,1,0,-25.002566787819053,,,0.0,0.0,1.0,1.0,40.58673347159764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0,0,1,0,32.50169407996057,59.17438414204261,1.0,15.66904180099523,38.08976228122412,0.0,0,1,1,0,0,-21.084621860818498,,,0.0,0.0,0.0,1.0,36.501776217170786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0,0,1,0,32.08827012190531,58.50633483233742,1.0,19.33509928335284,42.254118838853636,0.0,0,1,0,1,0,-16.25221599348378,,,0.0,0.0,0.0,1.0,33.67899409296563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0,0,0,0,30.423622661656296,59.83969554474082,1.0,25.00530469482604,49.0057975180873,0.0,0,1,0,1,0,-10.833898026653525,,,0.0,0.0,0.0,1.0,38.58532344948904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0,0,1,0,41.588807436155435,59.83969554474082,1.0,6.335516814171407,34.92200387413841,0.0,1,0,1,0,0,-24.91769167060241,,,0.0,0.0,0.0,1.0,41.78319883365162,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,1.40625
125,0,0,1,0,30.420884754649308,59.42079577267158,1.0,21.506259539894728,45.25486491851304,1.0,0,1,0,1,0,-14.165930854158539,,,0.0,0.0,1.0,1.0,30.83978452671855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0,0,0,0,34.75499154671211,54.67052711554652,1.0,31.66937034983607,50.92233242297925,0.0,0,1,0,1,0,-3.748194692567267,,,0.0,0.0,0.0,1.0,35.510653880640945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0,1,1,0,30.420884754649308,53.170154075716816,1.0,20.170160920484335,50.421295440700355,0.0,1,0,1,0,0,-2.748858635016462,,,0.0,0.0,0.0,1.0,30.618014059152483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,0,0,1,0,39.83928485868977,59.83969554474082,1.0,12.838045955769113,38.08428646721014,1.0,0,1,0,1,0,-21.755409077530683,,,0.0,1.0,0.0,1.0,43.92424211311663,2.0,2.0,23.0,25.0,0.0,0.0,0.25,0.0,2.8333333333333335,1.0679611650485437
135,0,0,1,0,36.920675989240024,59.83695763773383,1.0,9.919437086319363,35.16567759776039,0.0,0,1,0,1,0,-24.671280039973443,,,0.0,0.0,0.0,1.0,47.25079912660767,0.0,0.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,2.1
136,0,0,0,0,40.58673347159764,59.831481823719855,1.0,23.669206075415648,49.83264543419783,0.0,0,1,0,1,0,-9.99883638952203,,,0.0,1.0,0.0,1.0,47.672436805683894,3.0,3.0,17.0,28.0,0.0,0.0,5.0,2.0,2.5,1.75
138,0,0,0,0,38.33891181886007,59.83695763773383,1.0,15.085867608506677,39.584659507039845,0.0,0,1,0,1,0,-20.25229813069399,,,0.0,0.0,0.0,1.0,44.52931956166109,2.0,2.0,13.0,18.0,0.0,0.0,0.25,0.0,0.0,1.150943396226415
139,0,0,0,0,29.585823117517812,60.83081788127066,1.0,27.754163329842502,51.831317549299435,0.0,0,1,0,1,0,-8.999500331971225,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0,0,0,0,29.82949684113979,55.33583851824473,1.0,30.916445922914228,54.58565199832988,0.0,0,1,0,1,0,-0.7501865199148511,,,0.0,0.0,0.0,1.0,31.915781980465034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0,0,1,0,34.004805026797264,59.83969554474082,1.0,11.003648261086813,38.91934810434164,1.0,0,1,0,1,0,-20.920347440399187,,,0.0,0.0,1.0,2.0,35.08901620156471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0,0,0,0,36.08287644510154,56.50218690322183,1.0,31.50235802240977,55.50285084567103,0.0,0,1,0,1,0,-0.9993360575508052,,,0.0,0.0,0.0,1.0,36.83853877903037,3.0,3.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0
144,0,0,0,0,30.08412219278972,55.58772596288767,1.0,7.7537526437914535,35.66945248704628,0.0,1,0,0,1,0,-19.918273475841392,,,0.0,0.0,0.0,1.0,35.083540387550734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,0,0,0,0,33.342231531106044,56.6774129516691,1.0,11.425285940163043,50.090008692854745,0.0,0,1,0,1,0,-6.58740425881435,,,0.0,0.0,0.0,2.0,8.881770330670719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0,1,0,0,30.004722889587054,48.92366030787764,1.0,13.755244803110262,46.25146306905686,0.0,1,0,0,1,0,-2.6721972388207833,,,0.0,0.0,0.0,1.0,32.88226315393198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0,0,1,0,34.17455526123055,59.83969554474082,1.0,29.840448469167743,53.840941292429,0.0,0,1,0,1,0,-5.99875425231182,,,0.0,0.0,0.0,1.0,38.177375305447754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0,0,1,0,31.507833836423746,56.83894946508142,1.0,22.426196294242867,47.341150057838284,1.0,0,1,0,1,0,-9.497799407243132,,,0.0,0.0,1.0,2.0,33.5201954865603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0,1,1,0,32.2580203563386,54.09282873707195,1.0,10.587486396024559,39.33550996940389,0.0,0,1,1,0,0,-14.757318767668057,,,0.0,0.0,0.0,1.0,35.176629225788346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,0,1,0,0,29.00538683203625,51.92440638753705,1.0,32.2580203563386,53.75332826820537,0.0,0,1,0,1,1,1.8289218806683232,,,0.0,0.0,0.0,1.0,35.42030294941032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,0,0,0,0,34.585241312278825,56.17363806238321,1.0,16.41922832091008,39.75440974147313,0.0,0,1,0,1,0,-16.41922832091008,,,0.0,0.0,0.0,1.0,39.173973455991565,7.0,7.0,22.0,42.0,0.0,0.0,0.0,1.0,11.0,1.1951219512195121
155,0,1,0,0,31.420220812200114,51.83953127032041,1.0,29.084786135238918,48.3377482083821,0.0,0,1,0,1,0,-3.5017830619383012,,,0.0,0.0,0.0,1.0,32.017084539723605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,0,1,1,0,35.91586411767524,53.832727571408036,1.0,12.58615851112617,40.50185835438099,1.0,0,1,0,1,0,-13.330869217027043,,,0.0,1.0,0.0,1.0,34.67285433650246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0,0,0,0,30.420884754649308,59.83969554474082,1.0,7.838627761008097,31.505095929416758,0.0,0,1,0,1,0,-28.334599615324066,,,0.0,0.0,0.0,1.0,41.00289533665989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0,0,0,0,34.336091774642874,59.83969554474082,1.0,14.001656433739228,37.33683785430228,0.0,0,1,0,1,0,-22.502857690438546,,,0.0,0.0,0.0,1.0,38.74412205589437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,0,1,1,0,29.585823117517812,48.838785190661,1.0,27.00671471693464,51.0072075401959,0.0,0,1,0,1,1,2.168422349534898,,,0.0,0.0,0.0,1.0,31.587233139626413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,0,0,1,0,39.006961128565266,59.83969554474082,1.0,28.0881879846951,55.007289677406106,0.0,0,1,1,0,0,-4.832405867334716,,,0.0,0.0,0.0,1.0,40.51007207540196,7.0,13.0,21.0,30.0,0.0,0.0,0.0,0.0,1.5,1.5384615384615385
164,0,0,1,0,36.83853877903037,59.83969554474082,1.0,17.424040192474862,38.75233577691534,0.0,0,1,0,1,0,-21.087359767825486,,,0.0,0.0,1.0,2.0,17.752589033313484,2.0,1.5,13.0,16.5,0.0,0.0,0.0,0.0,1.0,1.5
169,0,1,0,0,30.503021964858963,49.50409659335921,1.0,22.66987001786484,48.838785190661,0.0,0,1,0,1,0,-0.6653114026982073,,,0.0,0.0,0.0,1.0,33.33675571709207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,0,0,0,0,29.254536369672206,55.007289677406106,1.0,5.588068201263544,38.25403670164343,0.0,0,1,0,1,0,-16.753252975762678,,,0.0,0.0,0.0,1.0,36.59760296241538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
