Serial_Number,BSC_Indicator,Resigned,Is_MPT,Is_Re-Entry,Exp_at_Action,Age_at_Action,SUP_Is_MPT,SUP_Exp_at_Action,SUP_Age_at_Action,Is_SUP,SUP_Gender_F,SUP_Gender_M,Gender_F,Gender_M,SUP_Older_Than_EMP,Age_Diff_SUPvsEMP,EduAllowFinishedIn1y,EduAllowYearDiff,EDU_Allowance,House_Loan,Is_STEM,MAX_Degree,Year_After_Grad,count3M,days3M,count1Y,days1Y,VAC_DependentCare,VAC_Maternity,VAC_Others,VAC_Personal,VAC_Sick,VAC_Vacation
491,1,0,1,0,31.811741514199472,56.72669527779489,1.0,26.062136799523604,55.97924666488703,1.0,1,0,1,0,0,-0.7474486129078626,,,0.0,1.0,0.0,2.0,33.39151385723184,4.0,7.0,14.0,25.0,0.0,0.0,1.75,0.0,1.0555555555555556,1.635135135135135
493,1,0,1,0,31.811741514199472,54.645885952483624,1.0,31.726866396982828,52.89636337501797,0.0,1,0,0,1,0,-1.7495225774656564,,,0.0,1.0,0.0,1.0,32.148504076059055,4.0,9.0,11.0,19.0,0.0,0.0,0.0,0.0,1.4,2.234375
495,1,0,1,0,31.726866396982828,52.89636337501797,1.0,13.391103171180792,44.6443116559546,1.0,1,0,1,0,0,-8.252051719063362,,,0.0,1.0,0.0,2.0,27.031355879997538,3.0,3.0,10.0,16.0,0.0,0.0,0.0,0.0,2.5,1.311257142857143
496,0,0,0,0,31.726866396982828,53.97783664277843,1.0,26.062136799523604,47.56018261839736,0.0,0,1,0,1,0,-6.417654024381062,,,0.0,1.0,0.0,2.0,19.844349986652702,9.0,13.0,27.0,31.0,0.0,0.0,1.0,1.0,8.0,0.9116666666666666
498,0,0,1,0,31.55985406955653,52.81148825780132,1.0,10.979007098023915,34.979499921285175,1.0,0,1,0,1,0,-17.83198833651615,0.0,11.0,1.0,1.0,1.0,3.0,13.213139215726537,4.0,4.0,12.0,14.0,0.0,0.0,5.0,1.5,1.0,1.395973154362416
506,0,0,0,0,30.89728057386531,53.55893687070919,1.0,26.062136799523604,47.06462145013245,0.0,0,1,0,1,0,-6.49431542057674,,,0.0,1.0,1.0,2.0,23.792411890730133,6.0,6.0,17.0,21.0,0.0,0.0,1.1015625,1.3333333333333333,3.0,1.2376237623762376
507,0,0,1,1,2.2286563036886453,51.56026475560758,1.0,29.145020089392663,51.064703587342656,1.0,0,1,0,1,0,-0.49556116826491986,,,0.0,1.0,1.0,2.0,24.079892126463925,2.0,2.0,14.0,15.0,0.0,0.0,0.25,0.0,1.09375,1.1666666666666667
509,0,0,1,0,30.727530339432022,55.393334565391484,1.0,19.064046489660978,43.89686304304674,0.0,1,0,0,1,0,-11.496471522344743,,,0.0,1.0,1.0,3.0,31.39284174213023,2.0,3.0,12.0,17.0,0.0,0.0,0.0,0.0,1.25,2.0384615384615383
513,0,0,0,0,30.393505684579424,51.979164527676815,1.0,25.64323702745436,48.39250634852187,0.0,0,1,0,1,0,-3.586658179154945,,,0.0,1.0,0.0,2.0,22.06753047632737,6.0,7.0,15.0,17.0,0.0,0.0,2.6666666666666665,0.9,0.0,1.0609756097560976
519,0,0,1,0,30.14435614694347,53.72594919813549,1.0,16.64373669548314,42.06246534836444,0.0,1,0,1,0,0,-11.663483849771042,,,0.0,1.0,0.0,2.0,31.149168018508252,2.0,4.0,17.0,21.0,0.0,0.0,5.0,0.0,1.4137931034482758,1.141732283464567
521,1,0,1,0,30.062218936733814,54.14484897020473,1.0,22.062054662313393,48.06395750768325,1.0,0,1,0,1,0,-6.080891462521476,,,0.0,1.0,0.0,3.0,24.986139345777122,5.0,12.0,18.0,30.0,0.0,0.0,4.0,1.6153846153846154,1.75,1.2638636363636362
523,0,0,1,0,29.97734381951717,55.72735922024408,1.0,28.810995434540065,51.39325242818128,0.0,0,1,0,1,0,-4.334106792062808,,,0.0,1.0,1.0,1.0,34.14717619116067,3.0,5.0,9.0,19.0,0.0,0.0,1.1111111111111112,0.0,1.0,1.4589041095890412
528,0,0,1,0,29.558444047447928,51.39325242818128,1.0,11.146019425450215,35.477798996557084,0.0,1,0,0,1,0,-15.915453431624195,,,0.0,1.0,1.0,2.0,23.064128626871188,4.0,3.38,9.0,14.38,0.0,0.0,2.0,0.0,3.272727272727273,1.5449295774647887
529,1,0,1,0,29.81033149209087,54.56101083526698,1.0,22.062054662313393,48.06395750768325,1.0,0,1,0,1,0,-6.497053327583728,,,0.0,1.0,1.0,3.0,30.429098475670273,7.0,8.0,28.0,32.0,0.0,0.0,0.0,0.0,2.5,1.0625270758122742
532,0,0,1,0,29.145020089392663,51.064703587342656,1.0,20.47680650526705,47.64505773561401,1.0,1,0,0,1,0,-3.419645851728646,,,0.0,1.0,1.0,2.0,22.426196294242867,1.0,2.0,9.0,14.0,0.0,0.0,2.0,0.75,1.0,1.5804195804195804
534,1,0,1,0,29.062882879183007,54.30912339062404,1.0,23.146265837080843,56.23113410952997,0.0,1,0,0,1,1,1.9220107189059323,,,0.0,1.0,1.0,3.0,23.231140954297487,0.0,0.0,6.0,7.0,0.0,0.0,4.0,2.0,1.5,1.0898058252427185
536,0,0,1,0,28.978007761966364,55.393334565391484,1.0,24.8957884145465,49.64372985071562,0.0,1,0,0,1,0,-5.749604714675866,,,0.0,1.0,1.0,3.0,29.42976241811947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.88
538,0,0,1,0,28.810995434540065,49.97775450556822,1.0,28.063546821632205,50.72794102548307,0.0,0,1,0,1,1,0.7501865199148511,0.0,5.0,1.0,0.0,1.0,1.0,29.15049590340664,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2.0,1.3587786259541985
539,0,0,1,0,28.810995434540065,50.47879148784712,1.0,8.810584748489017,35.39292387934044,0.0,1,0,0,1,0,-15.085867608506677,,,0.0,1.0,1.0,1.0,29.14775799639965,4.0,10.0,9.0,18.0,0.0,0.0,0.5,1.4,2.5555555555555554,1.990909090909091
540,0,0,1,0,28.810995434540065,49.476717523289324,1.0,29.145020089392663,51.064703587342656,1.0,0,1,0,1,1,1.5879860640533345,,,0.0,1.0,1.0,1.0,29.14775799639965,6.0,9.0,27.0,32.0,0.0,0.0,2.75,0.0,1.42,1.050909090909091
541,0,0,1,0,28.810995434540065,51.39325242818128,1.0,26.062136799523604,48.23096983510955,1.0,0,1,0,1,0,-3.162282593071726,0.0,5.0,1.0,1.0,0.0,1.0,30.147094053950457,5.0,6.0,22.0,27.0,0.0,0.0,0.6666666666666666,1.5,2.6,1.4423076923076923
542,0,0,1,0,28.810995434540065,50.47879148784712,1.0,28.063546821632205,50.72794102548307,0.0,0,1,0,1,1,0.24914953763595418,,,0.0,1.0,1.0,1.0,29.14775799639965,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.4375,1.6140350877192982
543,0,0,1,0,28.810995434540065,49.64372985071562,1.0,28.063546821632205,50.72794102548307,1.0,0,1,0,1,1,1.084211174767449,,,0.0,1.0,1.0,1.0,29.15049590340664,2.0,8.0,4.0,10.0,0.0,0.0,0.0,0.0,2.0,1.9090909090909092
544,0,0,1,0,28.810995434540065,49.81074217814192,1.0,9.229484520558259,36.64414738153419,0.0,1,0,0,1,0,-13.166594796607733,0.0,4.0,1.0,1.0,1.0,1.0,30.147094053950457,2.0,16.0,12.0,35.0,0.0,0.0,0.0,0.0,2.3076923076923075,1.6134969325153374
545,0,0,1,0,28.810995434540065,49.145430775443714,1.0,25.062800741972797,45.81066004093171,0.0,0,1,0,1,0,-3.334770734512002,,,0.0,0.0,1.0,1.0,29.15049590340664,5.0,5.0,7.0,11.0,0.0,0.0,7.0,1.0,2.0606060606060606,1.6013071895424837
546,0,0,1,0,28.810995434540065,57.559019007919396,1.0,9.229484520558259,36.64414738153419,0.0,1,0,0,1,0,-20.91487162638521,,,0.0,1.0,1.0,1.0,34.1636036332026,3.0,7.0,12.0,19.0,0.0,0.0,7.0,0.0,4.153846153846154,1.5087719298245614
547,0,0,1,0,28.810995434540065,51.812152200250516,1.0,9.229484520558259,36.64414738153419,0.0,1,0,0,1,0,-15.168004818716332,,,0.0,1.0,0.0,1.0,31.39284174213023,4.0,13.0,10.0,28.0,0.0,0.0,6.333333333333333,1.6666666666666667,3.4166666666666665,2.3191489361702127
548,0,0,1,0,28.810995434540065,49.97775450556822,1.0,28.063546821632205,50.72794102548307,0.0,0,1,0,1,1,0.7501865199148511,,,0.0,1.0,1.0,2.0,20.003148593058036,0.0,0.0,9.0,11.0,0.0,0.0,5.0,1.2,2.0,1.2892156862745099
549,0,0,1,0,28.72612031732342,54.645885952483624,1.0,27.146347974291054,49.306967288856036,1.0,0,1,0,1,0,-5.33891866362759,,,0.0,1.0,1.0,2.0,31.209401972661997,3.0,4.0,13.0,17.5,0.0,0.0,0.5833333333333334,0.0,1.0,1.301726618705036
550,1,0,1,0,28.72612031732342,55.14692293476252,1.0,24.392013525260616,48.23096983510955,0.0,1,0,0,1,0,-6.91595309965297,,,0.0,1.0,0.0,1.0,37.39159599444205,9.0,9.0,25.0,29.0,0.0,0.0,3.0,0.0,2.0,1.2633744855967077
552,0,0,0,0,28.643983107113765,52.06403964489346,1.0,22.7273660650116,48.23096983510955,0.0,0,1,1,0,0,-3.8330698097839107,,,0.0,0.0,0.0,1.0,33.14784013360986,7.0,8.0,20.0,26.0,0.0,0.0,1.0,0.0,5.0,1.139622641509434
553,0,0,0,0,28.643983107113765,49.558854733498976,1.0,26.062136799523604,47.06462145013245,0.0,0,1,0,1,0,-2.4942332833665306,,,0.0,1.0,1.0,2.0,21.799215589642497,14.0,15.0,27.0,29.0,0.0,0.0,1.125,1.0192307692307692,3.5,1.093167701863354
555,1,0,1,0,28.643983107113765,54.14484897020473,1.0,26.979335646864754,49.306967288856036,1.0,0,1,0,1,0,-4.837881681348693,,,0.0,1.0,0.0,3.0,30.043053587684895,9.0,35.0,27.0,62.5,0.0,0.0,5.0,0.75,3.15,1.5058433734939758
557,1,0,1,0,28.55910798989712,57.30713156327646,1.0,22.062054662313393,48.06395750768325,1.0,0,1,0,1,0,-9.243174055593201,,,0.0,0.0,1.0,3.0,30.982155691081953,2.0,2.0,9.0,19.0,0.0,0.0,5.0,0.0,1.0,1.6402877697841727
567,0,0,1,0,28.30722054525418,53.895699432568776,1.0,25.39134958281142,49.89561729535856,0.0,0,1,0,1,0,-4.000082137210209,,,0.0,1.0,1.0,2.0,18.765614625899232,4.0,6.0,14.0,17.0,1.0,0.0,3.5,1.0,1.52,1.10546875
569,1,0,1,0,28.230559149058504,54.478873625057325,1.0,22.062054662313393,48.06395750768325,1.0,0,1,0,1,0,-6.414916117374073,,,0.0,1.0,1.0,3.0,21.032601627685715,1.0,1.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,1.4166666666666667
575,0,0,1,0,28.063546821632205,50.47879148784712,1.0,24.8957884145465,49.64372985071562,0.0,1,0,0,1,0,-0.8350616371314948,,,0.0,1.0,1.0,3.0,21.39126744560121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,2.0,1.3375
578,0,0,1,0,28.063546821632205,49.391842406072676,1.0,24.8957884145465,49.64372985071562,0.0,1,0,0,1,1,0.2518874446429427,,,0.0,1.0,1.0,3.0,20.646556739700337,1.0,2.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,1.9
579,0,0,1,0,28.063546821632205,49.391842406072676,1.0,27.39275960492002,50.72794102548307,0.0,0,1,0,1,1,1.3360986194103917,0.0,5.0,1.0,1.0,1.0,3.0,8.898197772712649,3.0,3.0,14.0,27.0,0.0,0.0,1.0,0.0,2.125,1.0833333333333333
581,0,0,1,0,27.896534494205905,54.229724087421374,1.0,27.896534494205905,48.811406120591116,1.0,1,0,0,1,0,-5.418317966830257,1.0,1.0,1.0,1.0,1.0,3.0,28.14842193884885,8.0,8.0,42.0,42.0,0.0,0.0,1.6,0.0,1.0454545454545454,1.072027027027027
586,0,0,1,0,27.726784259772618,54.30912339062404,1.0,27.39275960492002,51.47812754539792,0.0,1,0,0,1,0,-2.830995845226117,,,0.0,1.0,1.0,3.0,28.392095662470823,1.0,1.0,5.0,5.0,0.0,0.0,2.0,0.0,0.0,1.3636363636363635
588,0,0,1,0,27.644647049562963,53.06337570244427,1.0,28.063546821632205,50.72794102548307,0.0,0,1,0,1,0,-2.335434676961197,0.0,5.0,1.0,1.0,1.0,1.0,33.15057804061685,3.0,12.0,5.0,16.0,0.0,0.0,7.0,1.5,4.222222222222222,1.901098901098901
589,0,0,1,0,27.644647049562963,48.64439379316482,1.0,28.063546821632205,50.72794102548307,0.0,0,1,0,1,1,2.0835472323182542,0.0,5.0,1.0,1.0,1.0,1.0,28.14842193884885,3.0,6.0,9.0,16.0,0.0,0.0,0.0,1.1111111111111112,1.1428571428571428,1.4671052631578947
590,0,0,1,0,27.644647049562963,50.47879148784712,1.0,8.810584748489017,35.39292387934044,0.0,1,0,0,1,0,-15.085867608506677,,,0.0,1.0,1.0,1.0,28.14842193884885,2.0,6.0,14.0,25.0,0.0,0.0,0.5,1.0,3.0,1.7246376811594204
591,0,0,1,0,27.644647049562963,48.811406120591116,1.0,26.062136799523604,48.23096983510955,1.0,0,1,0,1,0,-0.5804362854815637,,,0.0,1.0,1.0,1.0,28.14842193884885,2.0,2.5,13.0,20.0,0.0,0.0,0.0,2.0,1.7142857142857142,1.4329268292682926
592,0,0,1,0,27.644647049562963,48.64439379316482,1.0,9.229484520558259,36.64414738153419,0.0,1,0,0,1,0,-12.000246411630629,0.0,4.0,1.0,1.0,1.0,1.0,28.14842193884885,3.0,3.0,7.0,10.0,0.0,0.0,2.75,1.0,2.4523809523809526,1.7333333333333334
593,0,0,1,0,27.644647049562963,51.89702731746716,1.0,22.7273660650116,48.23096983510955,0.0,0,1,0,1,0,-3.6660574823576115,0.0,2.0,1.0,1.0,0.0,1.0,31.39284174213023,2.0,2.0,14.0,18.0,0.0,0.0,0.0,1.0,0.0,1.3088235294117647
594,0,0,1,0,27.644647049562963,50.39391637063047,1.0,9.229484520558259,36.64414738153419,0.0,1,0,0,1,0,-13.749768989096285,,,0.0,1.0,1.0,1.0,29.14775799639965,6.0,7.5,21.0,27.5,0.0,0.0,1.1666666666666667,1.0,1.6886792452830188,1.7605633802816902
595,0,0,1,0,27.644647049562963,52.30771336851544,1.0,9.229484520558259,36.64414738153419,0.0,1,0,0,1,0,-15.663565986981252,,,0.0,1.0,0.0,1.0,31.190236623613078,4.0,5.0,17.0,27.0,0.0,0.0,4.375,3.0,1.8484848484848484,1.3248730964467006
596,0,0,1,0,27.644647049562963,51.231715914768955,1.0,9.229484520558259,36.64414738153419,0.0,1,0,0,1,0,-14.58756853323477,0.0,5.0,1.0,1.0,1.0,2.0,21.018912092650773,4.0,4.0,8.0,14.0,0.0,0.0,5.0,1.0,1.3636363636363635,1.620253164556962
597,1,0,1,0,27.644647049562963,53.23038802987057,1.0,22.062054662313393,48.06395750768325,1.0,0,1,0,1,0,-5.166430522187314,,,0.0,1.0,1.0,3.0,24.67675585398742,5.0,5.0,11.0,19.0,0.0,0.0,3.0,1.0,1.8333333333333333,1.5303030303030303
601,1,0,0,0,27.55977193234632,49.145430775443714,1.0,13.97701527067633,45.23022375545015,0.0,1,0,0,1,0,-3.915207019993566,,,0.0,1.0,0.0,2.0,22.01551024319459,3.0,3.0,24.0,24.0,0.0,0.0,0.0,0.75,0.0,1.234331550802139
602,0,0,1,0,27.55977193234632,48.55951867594817,1.0,24.47688864247726,52.55960081315838,0.0,1,0,1,0,1,4.000082137210209,,,0.0,0.0,0.0,2.0,23.93752096210052,5.0,6.0,14.0,20.0,0.0,21.5,3.0,2.0,1.46875,1.2
610,0,0,1,0,27.477634722136663,53.39192454328289,1.0,27.146347974291054,49.306967288856036,0.0,0,1,0,1,0,-4.084957254426853,,,0.0,1.0,1.0,3.0,29.39143172002163,1.0,1.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,2.3733333333333335
612,1,0,1,0,27.477634722136663,54.062711759995075,1.0,27.307884487703376,50.81281614269972,1.0,1,0,1,0,0,-3.2498956172953584,,,0.0,1.0,0.0,3.0,28.392095662470823,0.0,0.0,12.0,24.5,0.0,0.0,0.0,0.6818181818181818,5.083333333333333,1.7795121951219512
613,0,0,1,0,27.477634722136663,52.64447593037502,1.0,22.062054662313393,48.06395750768325,0.0,0,1,1,0,0,-4.580518422691774,,,0.0,1.0,0.0,2.0,30.393505684579424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,0,0,1,0,27.644647049562963,51.30837731096463,1.0,31.726866396982828,57.063457839654475,1.0,0,1,0,1,1,5.755080528689843,0.0,5.0,1.0,1.0,1.0,3.0,4.980252845712095,5.0,8.0,14.0,26.0,0.0,0.0,4.0,3.0,1.0,1.9765625
619,0,0,1,0,27.644647049562963,51.39325242818128,1.0,8.810584748489017,35.39292387934044,0.0,1,0,0,1,0,-16.000328548840837,,,0.0,1.0,1.0,1.0,30.149831960957446,1.0,4.0,16.0,24.0,0.0,0.0,3.0,1.0,1.6455696202531647,1.4540229885057472
620,0,0,1,0,27.644647049562963,51.14684079755231,1.0,25.062800741972797,44.72644886616426,0.0,0,1,0,1,0,-6.420391931388051,,,0.0,1.0,1.0,1.0,29.14775799639965,3.0,6.0,8.0,16.0,0.0,0.0,3.0,1.1666666666666667,5.5,1.7657657657657657
621,0,0,0,0,27.644647049562963,52.146176855103114,1.0,26.72744820222181,50.81281614269972,0.0,0,1,0,1,0,-1.3333607124034033,,,0.0,1.0,0.0,1.0,31.15190592551524,4.0,7.0,14.0,24.0,0.0,0.0,4.0,0.0,1.5,1.786764705882353
622,0,0,1,0,27.644647049562963,49.81074217814192,1.0,28.810995434540065,49.64372985071562,0.0,0,1,0,1,0,-0.16701232742629896,0.0,5.0,1.0,1.0,1.0,1.0,28.14842193884885,2.0,12.0,10.0,21.0,0.0,0.0,5.0,1.3333333333333333,2.0,1.5227272727272727
623,0,0,1,0,27.644647049562963,50.14476683299452,1.0,8.810584748489017,35.39292387934044,0.0,1,0,0,1,0,-14.751842953654078,,,0.0,1.0,1.0,1.0,29.164185438441585,0.0,0.0,11.0,15.0,0.0,0.0,10.375,0.75,1.0,1.5422535211267605
624,0,0,0,0,27.644647049562963,51.14684079755231,1.0,26.72744820222181,50.81281614269972,0.0,0,1,0,1,0,-0.3340246548525979,,,0.0,1.0,0.0,1.0,30.393505684579424,7.0,9.0,15.0,23.0,0.0,0.0,2.0,0.0,2.3333333333333335,1.6986301369863013
628,0,0,1,0,27.39275960492002,51.64513987282422,1.0,26.30854843015257,54.30912339062404,0.0,0,1,0,1,1,2.663983517799818,,,0.0,1.0,1.0,3.0,22.14419187252305,4.0,4.0,17.0,19.0,0.0,0.0,0.0,0.0,2.0,1.194767441860465
631,0,0,1,0,27.39275960492002,54.897773397126564,1.0,27.146347974291054,49.306967288856036,0.0,0,1,0,1,0,-5.590806108270533,0.0,11.0,1.0,1.0,1.0,3.0,10.981745005030904,1.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,1.1537837837837837
632,0,0,1,0,27.39275960492002,49.64372985071562,1.0,26.062136799523604,46.72785888827286,0.0,0,1,0,1,0,-2.9158709624427606,,,0.0,1.0,1.0,2.0,22.152405593544014,5.0,10.0,15.0,32.0,0.0,0.0,0.0,2.5,2.6666666666666665,1.2654639175257731
634,1,0,0,0,27.39275960492002,57.30713156327646,1.0,28.643983107113765,54.14484897020473,0.0,0,1,0,1,0,-3.162282593071726,,,0.0,1.0,0.0,1.0,37.065785060610416,5.0,7.0,11.0,34.0,0.0,0.0,4.0,0.0,7.0,1.8686206896551723
642,1,0,1,0,27.307884487703376,51.89702731746716,1.0,13.391103171180792,44.6443116559546,1.0,1,0,1,0,0,-7.252715661512557,,,0.0,1.0,0.0,2.0,23.433746072814635,6.0,9.0,17.0,26.5,0.0,0.0,0.0,1.0,1.4210526315789473,1.5099310344827586
644,1,0,1,0,27.307884487703376,50.81281614269972,1.0,26.062136799523604,53.97783664277843,1.0,1,0,1,0,1,3.1650205000787146,,,0.0,0.0,1.0,3.0,16.980499257342725,1.0,4.0,14.0,22.0,0.0,0.0,0.0,0.0,1.0,1.3218390804597702
648,1,0,1,0,27.307884487703376,50.06262962278486,1.0,12.063218272791365,36.39225993689124,0.0,1,0,1,0,0,-13.670369685893618,,,0.0,1.0,0.0,2.0,26.982073553871743,1.0,1.0,12.0,17.0,0.0,0.0,0.0,1.0,1.3333333333333333,1.159050279329609
649,0,0,1,0,27.307884487703376,57.3920066804931,1.0,25.97726168230696,54.30912339062404,0.0,0,1,0,1,0,-3.0828832898690597,,,0.0,1.0,1.0,2.0,8.80510893447504,7.0,8.0,19.0,39.0,0.0,0.0,1.5,0.9618518518518518,5.090909090909091,1.1578947368421053
651,1,0,0,0,27.307884487703376,52.146176855103114,1.0,28.643983107113765,54.14484897020473,0.0,0,1,0,1,1,1.9986721151016105,,,0.0,1.0,0.0,2.0,20.539778366427786,4.0,4.0,19.0,29.0,0.0,0.0,0.0,2.5,0.0,1.4388275862068964
656,0,0,1,0,27.231223091507697,49.063293565234055,1.0,11.146019425450215,35.477798996557084,1.0,1,0,0,1,0,-13.585494568676975,,,0.0,1.0,1.0,2.0,28.151159845855837,5.0,5.0,11.0,13.0,0.0,0.0,0.75,1.0,1.6666666666666667,1.2953020134228188
